IPA_csv
abreagir
abirritar,des
abirritar,em
abirritar,es
abirritar,mos
abirritasse
abirritasse,m
abirritasse,s
abirrite
abirrite,is
abirrite,m
abirrite,mos
abirrite,s
ab,irrit,ásseis
ab,irrit,ássemos
abismar
abismar,des
abismar,em
abismar,es
abismar,mos
abism,asse
abism,assem
abism,asses
abisme
abisme,is
abisme,m
abisme,mos
abisme,s
abism,ásseis
abism,ássemos
abjurar
abjurar,des
abjurar,em
abjurar,es
abjurar,mos
abjurasse
abjurasse,m
abjurasse,s
abjure
abjure,is
abjure,m
abjure,mos
abjure,s
ab,jur,ásseis
ab,jur,ássemos
ablaquear
ablaquear,des
ablaquear,em
ablaquear,es
ablaquear,mos
ablaque,asse
ablaque,assem
ablaque,asses
ablaque,eis
ablaque,emos
ablaqueie
ablaqueie,m
ablaqueie,s
ablaque,ásseis
ablaque,ássemos
ablegar
ablegar,des
ablegar,em
ablegar,es
ablegar,mos
ablegasse
ablegasse,m
ablegasse,s
ablegue
ablegue,is
ablegue,m
ablegue,mos
ablegue,s
ab,leg,ásseis
ab,leg,ássemos
ablua
ablua,is
ablua,m
ablua,mos
ablua,s
abluir
abluir,des
abluir,mos
abl,uírem
ab,luíres
abluísse
abluísse,is
abluísse,m
abluísse,mos
abluísse,s
abnegar
abnegar,des
abnegar,em
abnegar,es
abnegar,mos
abnegasse
abnegasse,m
abnegasse,s
abnegue
abnegue,is
abnegue,m
abnegue,mos
abnegue,s
ab,neg,ásseis
ab,neg,ássemos
abobadar
abobadar,des
abobadar,em
abobadar,es
abobadar,mos
abobad,asse
abobad,assem
abobad,asses
abobade
abobade,is
abobade,m
abobade,mos
abobade,s
abobad,ásseis
abobad,ássemos
abocanhar
abocanhar,des
abocanhar,em
abocanhar,es
abocanhar,mos
abocanh,asse
abocanh,assem
abocanh,asses
abocanh,e
abocanh,eis
abocanh,em
abocanh,emos
abocanh,es
abocanh,ásseis
abocanh,ássemos
abolir
abolir,des
abolir,em
abolir,es
abolir,mos
abolisse
abolisse,m
abolisse,s
abolísse,is
abolísse,mos
abominar
abominar,des
abominar,em
abominar,es
abominar,mos
abominasse
abominasse,m
abominasse,s
abomine
abomine,is
abomine,m
abomine,mos
abomine,s
abo,minásseis
abo,minássemos
abordar
abordar,des
abordar,em
abordar,es
abordar,mos
abordasse
abordasse,m
abordasse,s
aborde
aborde,is
aborde,m
aborde,mos
aborde,s
a,bord,ásseis
a,bord,ássemos
aborrecer
aborrecer,des
aborrecer,em
aborrecer,es
aborrecer,mos
aborrecesse
aborrecesse,m
aborrecesse,s
a,borre,cêsseis
a,borre,cêssemos
aborreça
aborreça,is
aborreça,m
aborreça,mos
aborreça,s
abortar
abortar,des
abortar,em
abortar,es
abortar,mos
abort,asse
abort,assem
abort,asses
aborte
aborte,is
aborte,m
aborte,mos
aborte,s
abort,ásseis
abort,ássemos
abotoar
abotoar,des
abotoar,em
abotoar,es
abotoar,mos
abotoasse
abotoasse,m
abotoasse,s
abotoe
abotoe,is
abotoe,m
abotoe,mos
abotoe,s
aboto,ásseis
aboto,ássemos
abra
abrace
abrace,is
abrace,m
abrace,mos
abrace,s
abra,is
abra,m
abra,mos
abrandar
abrandar,des
abrandar,em
abrandar,es
abrandar,mos
abrandasse
abrandasse,m
abrandasse,s
abrande
abrande,is
abrande,m
abrande,mos
abrande,s
abr,andásseis
abr,andássemos
abranger
abranger,des
abranger,em
abranger,es
abranger,mos
abrangesse
abrangesse,m
abrangesse,s
ab,rangêsseis
ab,rangêssemos
abranja
abranja,is
abranja,m
abranja,mos
abranja,s
abra,s
abrasar
abrasar,des
abrasar,em
abrasar,es
abrasar,mos
abrasasse
abrasasse,m
abrasasse,s
abrase
abrase,is
abrase,m
abrase,mos
abrase,s
abrasileirar
abrasileirar,des
abrasileirar,em
abrasileirar,es
abrasileirar,mos
abrasileirasse
abrasileirasse,m
abrasileirasse,s
abrasileire
abrasileire,is
abrasileire,m
abrasileire,mos
abrasileire,s
abrasile,irásseis
abrasile,irássemos
abra,s,ásseis
abra,s,ássemos
abraçar
abraçar,des
abraçar,em
abraçar,es
abraçar,mos
abraçasse
abraçasse,m
abraçasse,s
abraç,ásseis
abraç,ássemos
abreviar
abreviar,des
abreviar,em
abreviar,es
abreviar,mos
abrevi,asse
abrevi,assem
abrevi,asses
abrevie
abrevie,is
abrevie,m
abrevie,mos
abrevie,s
abrevi,ásseis
abrevi,ássemos
abrigar
abrigar,des
abrigar,em
abrigar,es
abrigar,mos
abrigasse
abrigasse,m
abrigasse,s
abrigue
abrigue,is
abrigue,m
abrigue,mos
abrigue,s
a,brig,ásseis
a,brig,ássemos
abrir
abrir,des
abrir,em
abrir,es
abrir,mos
abrisse
abrisse,m
abrisse,s
abroquelar
abroquelar,des
abroquelar,em
abroquelar,es
abroquelar,mos
abroquel,asse
abroquel,assem
abroquel,asses
abroquele
abroquele,is
abroquele,m
abroquele,mos
abroquele,s
abroquel,ásseis
abroquel,ássemos
ab,rísseis
ab,ríssemos
absceda
absceda,is
absceda,m
absceda,mos
absceda,s
absceder
absceder,des
absceder,em
absceder,es
absceder,mos
abscedesse
abscedesse,m
abscedesse,s
abs,cedêsseis
abs,cedêssemos
abscinda
abscinda,is
abscinda,m
abscinda,mos
abscinda,s
abscindir
abscindir,des
abscindir,em
abscindir,es
abscindir,mos
abscindisse
abscindisse,m
abscindisse,s
abs,cindísseis
abs,cindíssemos
absolutizar
absolutizar,des
absolutizar,em
absolutizar,es
absolutizar,mos
absolutiz,asse
absolutiz,assem
absolutiz,asses
absolutiz,e
absolutiz,eis
absolutiz,em
absolutiz,emos
absolutiz,es
absolutiz,ásseis
absolutiz,ássemos
absolva
absolva,is
absolva,m
absolva,mos
absolva,s
absolver
absolver,des
absolver,em
absolver,es
absolver,mos
absolvesse
absolvesse,m
absolvesse,s
absolvêsse,is
absolvêsse,mos
absorva
absorva,is
absorva,m
absorva,mos
absorva,s
absorver
absorver,des
absorver,em
absorver,es
absorver,mos
absorvesse
absorvesse,m
absorvesse,s
ab,sorvêsseis
ab,sorvêssemos
abstenha
abstenha,is
abstenha,m
abstenha,mos
abstenha,s
abstiver
abstiver,des
abstiver,em
abstiver,es
abstiver,mos
abstivesse
abstivesse,m
abstivesse,s
abs,tivésseis
abs,tivéssemos
abstraia
abstraia,is
abstraia,m
abstraia,mos
abstraia,s
abstrair
abstrair,des
abstrair,mos
abs,traírem
abs,traíres
abstraísse
abstraísse,is
abstraísse,m
abstraísse,mos
abstraísse,s
abula
abula,is
abula,m
abula,mos
abula,s
abundar
abundar,des
abundar,em
abundar,es
abundar,mos
abund,asse
abund,assem
abund,asses
abunde
abunde,is
abunde,m
abunde,mos
abunde,s
abund,ásseis
abund,ássemos
abusar
abusar,des
abusar,em
abusar,es
abusar,mos
abusasse
abusasse,m
abusasse,s
abuse
abuse,is
abuse,m
abuse,mos
abuse,s
ab,usásseis
ab,usássemos
acabar
acabar,des
acabar,em
acabar,es
acabar,mos
acab,asse
acab,assem
acab,asses
acabe
acabe,is
acabe,m
acabe,mos
acabe,s
acabrunhar
acabrunhar,des
acabrunhar,em
acabrunhar,es
acabrunhar,mos
acabrunhasse
acabrunhasse,m
acabrunhasse,s
acabrunhe
acabrunhe,is
acabrunhe,m
acabrunhe,mos
acabrunhe,s
acabr,unh,ásseis
acabr,unh,ássemos
acab,ásseis
acab,ássemos
academizar
academizar,des
academizar,em
academizar,es
academizar,mos
academ,izasse
academ,izasse,m
academ,izasse,s
academize
academize,is
academize,m
academize,mos
academize,s
academ,izásseis
academ,izássemos
acalentar
acalentar,des
acalentar,em
acalentar,es
acalentar,mos
acalentasse
acalentasse,m
acalentasse,s
acalente
acalente,is
acalente,m
acalente,mos
acalente,s
ac,alent,ásseis
ac,alent,ássemos
acalmar
acalmar,des
acalmar,em
acalmar,es
acalmar,mos
acalmasse
acalmasse,m
acalmasse,s
acalme
acalme,is
acalme,m
acalme,mos
acalme,s
acalmásse,is
acalmásse,mos
acampar
acampar,des
acampar,em
acampar,es
acampar,mos
acamp,asse
acamp,assem
acamp,asses
acampe
acampe,is
acampe,m
acampe,mos
acampe,s
acamp,ásseis
acamp,ássemos
acanhar
acanhar,des
acanhar,em
acanhar,es
acanhar,mos
acanh,asse
acanh,assem
acanh,asses
acanhe
acanhe,is
acanhe,m
acanhe,mos
acanhe,s
acanh,ásseis
acanh,ássemos
acarditar
acarditar,des
acarditar,em
acarditar,es
acarditar,mos
acarditasse
acarditasse,m
acarditasse,s
acardite
acardite,is
acardite,m
acardite,mos
acardite,s
acar,dit,ásseis
acar,dit,ássemos
acariciar
acariciar,des
acariciar,em
acariciar,es
acariciar,mos
acarici,asse
acarici,assem
acarici,asses
acaricie
acaricie,is
acaricie,m
acaricie,mos
acaricie,s
acarici,ásseis
acarici,ássemos
acarretar
acarretar,des
acarretar,em
acarretar,es
acarretar,mos
acarret,asse
acarret,assem
acarret,asses
acarrete
acarrete,is
acarrete,m
acarrete,mos
acarrete,s
acarret,ásseis
acarret,ássemos
acartar
acartar,des
acartar,em
acartar,es
acartar,mos
acart,asse
acart,assem
acart,asses
acarte
acarte,is
acarte,m
acarte,mos
acarte,s
acart,ásseis
acart,ássemos
acasalar
acasalar,des
acasalar,em
acasalar,es
acasalar,mos
acasalasse
acasalasse,m
acasalasse,s
acasale
acasale,is
acasale,m
acasale,mos
acasale,s
acas,alásseis
acas,alássemos
acastanhar
acastanhar,des
acastanhar,em
acastanhar,es
acastanhar,mos
acastanh,asse
acastanh,assem
acastanh,asses
acastanhe
acastanhe,is
acastanhe,m
acastanhe,mos
acastanhe,s
acastanh,ásseis
acastanh,ássemos
acastelar
acastelar,des
acastelar,em
acastelar,es
acastelar,mos
acastelasse
acastelasse,m
acastelasse,s
acastele
acastele,is
acastele,m
acastele,mos
acastele,s
acas,telásseis
acas,telássemos
acatar
acatar,des
acatar,em
acatar,es
acatar,mos
acatasse
acatasse,m
acatasse,s
acate
acate,is
acate,m
acate,mos
acate,s
ac,atásseis
ac,atássemos
acautelar
acautelar,des
acautelar,em
acautelar,es
acautelar,mos
a,cautelasse
a,cautelasse,m
a,cautelasse,s
acautele
acautele,is
acautele,m
acautele,mos
acautele,s
a,cau,telásseis
a,cau,telássemos
accentuar
accentuar,des
accentuar,em
accentuar,es
accentuar,mos
accentu,asse
accentu,assem
accentu,asses
accentue
accentue,is
accentue,m
accentue,mos
accentue,s
accentu,ásseis
accentu,ássemos
acclarar
acclarar,des
acclarar,em
acclarar,es
acclarar,mos
acclar,asse
acclar,assem
acclar,asses
acclare
acclare,is
acclare,m
acclare,mos
acclare,s
acclar,ásseis
acclar,ássemos
accolha
accolha,is
accolha,m
accolha,mos
accolha,s
accolher
accolher,des
accolher,em
accolher,es
accolher,mos
accolhesse
accolhesse,m
accolhesse,s
ac,colhêsseis
ac,colhêssemos
accordar
accordar,des
accordar,em
accordar,es
accordar,mos
accord,asse
accord,assem
accord,asses
accorde
accorde,is
accorde,m
accorde,mos
accorde,s
accord,ásseis
accord,ássemos
accusar
accusar,des
accusar,em
accusar,es
accusar,mos
accusasse
accusasse,m
accusasse,s
accuse
accuse,is
accuse,m
accuse,mos
accuse,s
acc,usásseis
acc,usássemos
aceda
aceda,is
aceda,m
aceda,mos
aceda,s
aceder
aceder,des
aceder,em
aceder,es
aceder,mos
acedesse
acedesse,m
acedesse,s
a,cedêsseis
a,cedêssemos
aceitar
aceitar,des
aceitar,em
aceitar,es
aceitar,mos
aceit,asse
aceit,assem
aceit,asses
aceite
aceite,is
aceite,m
aceite,mos
aceite,s
aceit,ásseis
aceit,ássemos
acelarar
acelarar,des
acelarar,em
acelarar,es
acelarar,mos
acelar,asse
acelar,assem
acelar,asses
acelare
acelare,is
acelare,m
acelare,mos
acelare,s
acelar,ásseis
acelar,ássemos
acelerar
acelerar,des
acelerar,em
acelerar,es
acelerar,mos
acelerasse
acelerasse,m
acelerasse,s
acelere
acelere,is
acelere,m
acelere,mos
acelere,s
aceler,ásseis
aceler,ássemos
acenar
acenar,des
acenar,em
acenar,es
acenar,mos
acen,asse
acen,assem
acen,asses
acenda
acenda,is
acenda,m
acenda,mos
acenda,s
acender
acender,des
acender,em
acender,es
acender,mos
acendesse
acendesse,m
acendesse,s
ac,endêsseis
ac,endêssemos
acene
acene,is
acene,m
acene,mos
acene,s
acentuar
acentuar,des
acentuar,em
acentuar,es
acentuar,mos
acentu,asse
acentu,assem
acentu,asses
acentue
acentue,is
acentue,m
acentue,mos
acentue,s
acentu,ásseis
acentu,ássemos
acen,ásseis
acen,ássemos
acerar
acerar,des
acerar,em
acerar,es
acerar,mos
acerasse
acerasse,m
acerasse,s
acerbar
acerbar,des
acerbar,em
acerbar,es
acerbar,mos
acerb,asse
acerb,assem
acerb,asses
acerbe
acerbe,is
acerb,em
acerbe,mos
acerb,es
acerb,ásseis
acerb,ássemos
acercar
acercar,des
acercar,em
acercar,es
acercar,mos
acerc,asse
acerc,assem
acerc,asses
acerc,ásseis
acerc,ássemos
acere
acere,is
acere,m
acere,mos
acere,s
acerque
acerque,is
acerque,m
acerque,mos
acerque,s
acertar
acertar,des
acertar,em
acertar,es
acertar,mos
acert,asse
acert,assem
acert,asses
acerte
acerte,is
acerte,m
acerte,mos
acerte,s
acert,ásseis
acert,ássemos
acervar
acervar,des
acervar,em
acervar,es
acervar,mos
acerv,asse
acerv,assem
acerv,asses
acerve
acerve,is
acerve,m
acerve,mos
acerve,s
acerv,ásseis
acerv,ássemos
acer,ásseis
acer,ássemos
acessar
acessar,des
acessar,em
acessar,es
acessar,mos
acess,asse
acess,assem
acess,asses
acesse
acesse,is
acesse,m
acesse,mos
acesse,s
acess,ásseis
acess,ássemos
acetificar
acetificar,des
acetificar,em
acetificar,es
acetificar,mos
aceti,ficasse
aceti,ficassem
aceti,ficasses
aceti,ficásseis
aceti,ficássemos
acetifique
acetifique,is
acetifique,m
acetifique,mos
acetifique,s
achar
achar,des
achar,em
achar,es
achar,mos
ach,asse
ach,assem
ach,asses
achatar
achatar,des
achatar,em
achatar,es
achatar,mos
achatasse
achatasse,m
achatasse,s
achate
achate,is
achate,m
achate,mos
achate,s
ach,atásseis
ach,atássemos
ache
ache,is
ach,em
ache,mos
ach,es
ach,ásseis
ach,ássemos
acicatar
acicatar,des
acicatar,em
acicatar,es
acicatar,mos
acicatasse
acicatasse,m
acicatasse,s
acicate
acicate,is
acicate,m
acicate,mos
acicate,s
aci,cat,ásseis
aci,cat,ássemos
acidificar
acidificar,des
acidificar,em
acidificar,es
acidificar,mos
acidi,ficasse
acidi,ficassem
acidi,ficasses
acidi,ficásseis
acidi,ficássemos
acidifique
acidifique,is
acidifique,m
acidifique,mos
acidifique,s
acidular
acidular,des
acidular,em
acidular,es
acidular,mos
acidul,asse
acidul,assem
acidul,asses
acidule
acidule,is
acidule,m
acidule,mos
acidule,s
acidul,ásseis
acidul,ássemos
acinzentar
acinzentar,des
acinzentar,em
acinzentar,es
acinzentar,mos
acinzentasse
acinzentasse,m
acinzentasse,s
acinzente
acinzente,is
acinzente,m
acinzente,mos
acinzente,s
acinze,ntásseis
acinze,nt,ássemos
acionar
acionar,des
acionar,em
acionar,es
acionar,mos
acion,asse
acion,assem
acion,asses
acione
acione,is
acion,em
acione,mos
acion,es
acion,ásseis
acion,ássemos
acirrar
acirrar,des
acirrar,em
acirrar,es
acirrar,mos
acirr,asse
acirr,assem
acirr,asses
acirre
acirre,is
acirre,m
acirre,mos
acirre,s
acirr,ásseis
acirr,ássemos
aclamar
aclamar,des
aclamar,em
aclamar,es
aclamar,mos
a,clamasse
a,clamasse,m
a,clamasse,s
aclame
aclame,is
aclame,m
aclame,mos
aclame,s
a,clamásseis
a,clamássemos
aclarar
aclarar,des
aclarar,em
aclarar,es
aclarar,mos
aclar,asse
aclar,assem
aclar,asses
aclare
aclare,is
aclare,m
aclare,mos
aclare,s
aclar,ásseis
aclar,ássemos
aclimatar
aclimatar,des
aclimatar,em
aclimatar,es
aclimatar,mos
aclimatasse
aclimatasse,m
aclimatasse,s
aclimate
aclimate,is
aclimate,m
aclimate,mos
aclimate,s
aclim,atásseis
aclim,atássemos
acobardar
acobardar,des
acobardar,em
acobardar,es
acobardar,mos
acobard,asse
acobard,assem
acobard,asses
acobarde
acobarde,is
acobarde,m
acobarde,mos
acobarde,s
acobard,ásseis
acobard,ássemos
acobertar
acobertar,des
acobertar,em
acobertar,es
acobertar,mos
acobert,asse
acobert,assem
acobert,asses
acobert,e
acobert,eis
acobert,em
acobert,emos
acobert,es
acobert,ásseis
acobert,ássemos
acoimar
acoimar,des
acoimar,em
acoimar,es
acoimar,mos
acoim,asse
acoim,assem
acoim,asses
acoime
acoime,is
acoime,m
acoime,mos
acoime,s
acoim,ásseis
acoim,ássemos
acolha
acolha,is
acolha,m
acolha,mos
acolha,s
acolher
acolher,des
acolher,em
acolher,es
acolher,mos
a,colhesse
a,colhesse,m
a,colhesse,s
a,colhêsseis
a,colhêssemos
acometa
acometa,is
acometa,m
acometa,mos
acometa,s
acometer
acometer,des
acometer,em
acometer,es
acometer,mos
acometesse
acometesse,m
acometesse,s
aco,metêsseis
aco,metêssemos
acomodar
acomodar,des
acomodar,em
acomodar,es
acomodar,mos
acomod,asse
acomod,assem
acomod,asses
acomode
acomode,is
acomode,m
acomode,mos
acomode,s
acomod,ásseis
acomod,ássemos
acompanhar
acompanhar,des
acompanhar,em
acompanhar,es
acompanhar,mos
acompanh,asse
acompanh,assem
acompanh,asses
acompanhe
acompanhe,is
acompanhe,m
acompanhe,mos
acompanhe,s
acompanh,ásseis
acompanh,ássemos
acompridar
acompridar,des
acompridar,em
acompridar,es
acompridar,mos
acomprid,asse
acomprid,assem
acomprid,asses
acompride
acompride,is
acompride,m
acompride,mos
acompride,s
acomprid,ásseis
acomprid,ássemos
aconchegar
aconchegar,des
aconchegar,em
aconchegar,es
aconchegar,mos
aconchegasse
aconchegasse,m
aconchegasse,s
aconchegue
aconchegue,is
aconchegue,m
aconchegue,mos
aconchegue,s
a,con,cheg,ásseis
a,con,cheg,ássemos
acondicionar
acondicionar,des
acondicionar,em
acondicionar,es
acondicionar,mos
acondicionasse
acondicionasse,m
acondicionasse,s
acondicione
acondicione,is
acondicione,m
acondicione,mos
acondicione,s
a,condicion,ásseis
a,condicion,ássemos
aconselhar
aconselhar,des
aconselhar,em
aconselhar,es
aconselhar,mos
aconselh,asse
aconselh,assem
aconselh,asses
aconselhe
aconselhe,is
aconselhe,m
aconselhe,mos
aconselhe,s
aconselh,ásseis
aconselh,ássemos
acontecer
acontecer,des
acontecer,em
acontecer,es
acontecer,mos
acontecesse
acontecesse,m
acontecesse,s
a,conte,cêsseis
a,conte,cêssemos
aconteça
aconteça,is
aconteça,m
aconteça,mos
aconteça,s
acoplar
acoplar,des
acoplar,em
acoplar,es
acoplar,mos
acopl,asse
acopl,assem
acopl,asses
acople
acople,is
acople,m
acople,mos
acople,s
acopl,ásseis
acopl,ássemos
acordar
acordar,des
acordar,em
acordar,es
acordar,mos
acord,asse
acord,assem
acord,asses
acorde
acorde,is
acorde,m
acorde,mos
acorde,s
acord,ásseis
acord,ássemos
acortinar
acortinar,des
acortinar,em
acortinar,es
acortinar,mos
acortin,asse
acortin,assem
acortin,asses
acortine
acortine,is
acortine,m
acortine,mos
acortine,s
acortin,ásseis
acortin,ássemos
acostar
acostar,des
acostar,em
acostar,es
acostar,mos
acost,asse
acost,assem
acost,asses
acoste
acoste,is
acoste,m
acoste,mos
acoste,s
acostumar
acostumar,des
acostumar,em
acostumar,es
acostumar,mos
acostumasse
acostumasse,m
acostumasse,s
acostume
acostume,is
acostume,m
acostume,mos
acostume,s
a,costum,ásseis
a,costum,ássemos
acost,ásseis
acost,ássemos
acotovelar
acotovelar,des
acotovelar,em
acotovelar,es
acotovelar,mos
a,cotovelasse
a,cotovelasse,m
a,cotovelasse,s
acotovele
acotovele,is
acotovele,m
acotovele,mos
acotovele,s
a,coto,velásseis
a,coto,velássemos
acovardar
acovardar,des
acovardar,em
acovardar,es
acovardar,mos
acovard,asse
acovard,assem
acovard,asses
acovarde
acovarde,is
acovarde,m
acovarde,mos
acovarde,s
acovard,ásseis
acovard,ássemos
acreditar
acreditar,des
acreditar,em
acreditar,es
acreditar,mos
acreditasse
acreditasse,m
acreditasse,s
acredite
acredite,is
acredite,m
acredite,mos
acredite,s
acredit,ásseis
acredit,ássemos
acrescentar
acrescentar,des
acrescentar,em
acrescentar,es
acrescentar,mos
acrescent,asse
acrescent,assem
acrescent,asses
acrescente
acrescente,is
acrescente,m
acrescente,mos
acrescente,s
acrescent,ásseis
acrescent,ássemos
acrescer
acrescer,des
acrescer,em
acrescer,es
acrescer,mos
acrescesse
acrescesse,m
acrescesse,s
a,cres,cêsseis
a,cres,cêssemos
acresça
acresça,is
acresça,m
acresça,mos
acresça,s
acromatizar
acromatizar,des
acromatizar,em
acromatizar,es
acromatizar,mos
acromat,izasse
acromat,izasse,m
acromat,izasse,s
acromatize
acromatize,is
acromatize,m
acromatize,mos
acromatize,s
acromat,izásseis
acromat,izássemos
activar
activar,des
activar,em
activar,es
activar,mos
activasse
activasse,m
activasse,s
active
active,is
active,m
active,mos
active,s
activ,ásseis
activ,ássemos
actualizar
actualizar,des
actualizar,em
actualizar,es
actualizar,mos
actual,izasse
actual,izasse,m
actual,izasse,s
actualize
actualize,is
actualize,m
actualize,mos
actualize,s
actual,izásseis
actual,izássemos
actuar
actuar,des
actuar,em
actuar,es
actuar,mos
actu,asse
actu,assem
actu,asses
actue
actue,is
actu,em
actue,mos
actu,es
actu,ásseis
actu,ássemos
acuminar
acuminar,des
acuminar,em
acuminar,es
acuminar,mos
acuminasse
acuminasse,m
acuminasse,s
acumine
acumine,is
acumine,m
acumine,mos
acumine,s
acu,minásseis
acu,minássemos
acumular
acumular,des
acumular,em
acumular,es
acumular,mos
acumulasse
acumulasse,m
acumulasse,s
acumule
acumule,is
acumule,m
acumule,mos
acumule,s
a,cumul,ásseis
a,cumul,ássemos
acupunturar
acupunturar,des
acupunturar,em
acupunturar,es
acupunturar,mos
acupuntur,asse
acupuntur,assem
